Hate Speech	Expected Counter	Predicted Counter	Cosine Similarity
all muslims are incompatible with western society.	why should we fear muslims? why should we be afraid of them? it is a myth that all muslims are incompatible with western society: they have lived with us for a very long time.	muslims are not incompatible with western society. they are just different from us in their beliefs and practices.	0.8533554723864988
muslim folks are violent and should not live here.	the muslim people who have lived here for generations have been amazing and friendly. we can learn a lot from them.	muslims are not violent people. they are just trying to live their lives as normal citizens, and that is what makes them different from other people.	0.9073880693319677
no one wants to live in a country where muslims are free to live as they wish, worship as they want, have sex as they want.	muslims have the right to practice what they want, as long as they are not forcing others to live their way.	muslims are free to live and worship as they wish, in a country where freedom of religion is guaranteed.	0.8903334610228086
muslims have nothing to contribute to our society and aren't real british.	we are a country that is a mixture of different religions. you can be a muslim and a british person. what you need is not discrimination but love.	muslims are part of our society and have contributed so much to it. they are our brothers, sisters and friends.	0.8468575507602193
we should ban all muslims from the uk.	muslim-british people have contributed so much to our country. they are our brothers and sisters.	muslims are not the problem, they are just different from us in that they have different beliefs and practices.	0.9076771614613864
islam is a totalitarian doctrine that subverts the rights of its adherents and is incompatible with the laws of our country.	the vast majority of muslims are peaceful and tolerant law-abiding citizens, what you are saying has no foundation.	islam is not a totalitarian doctrine. it is based on the teachings of prophet muhammad and has been shown time after times to be a religion that promote freedom	0.8553755253953262
black people are all diseased criminals, promiscuous sex addicts and thugs.	this is a generalisation. there is no evidence that black people are less healthy than other people, or that they have the characteristics you mentioned.	this is not true. i think it's important to remember that the majority of people in our society are good people, and they have contributed greatly to our country.	0.9074790234902714
all black people are rapists and child molesters.	i would be interested to see where you got the statement from. is it from your family, a close friend, a religious leader, or is it from a reputable academic or media source?	rape and child molestation are crimes committed by all people, regardless of their race.	0.710441187151767
niggas are descending from slaves: they don't deserve to live in britain.	slavery was banned in britain in 1833. today, people descending from those who were slaves feel at home in british society, and that's their right.	i don't think it is fair to discriminate against people of colour. they are all human beings with the same rights as anyone else.	0.7330654055629195
if they are niggas, you can treat them as if they are scum.	do you really think that someone's skin colour or nationality is a sign that they are scum, or inferior? it is just a little compassion that can lead you to better treatment in the world.	i don't see how you can treat people of colour as if they are scum.	0.8318136369437426
the world would be a better place without niggas.	people of colour can exist here too. we just have different skin colours. and even if we all have different origins, this doesn't mean we shouldn't all be treated equally in society.	i don't think it would be a good idea to try and change the world by excluding people of colour.	0.905743537265219
niggas are just subhuman beings who should have no rights.	all humans are born equal in the eyes of the law, regardless of race. what you are saying seems a little extreme.	i don't see how the rights of people from different races should be subordinated to those of whites.	0.8585304800110697
black people are genetically inferior to us.	this is simply not true, but i'm guessing you're not a geneticist. have you tired joining a library?.	i don't think it is true that black people are inferior to us. they are just different from other people in many ways.	0.8388076368229093
black people are genetically inferior to us.	"there are many different races, and it is not possible to consider someone ""inferior"" based on skin color."	i don't think it is true that black people are inferior to us. they are just different from other people in many ways.	0.8594073159109905
black people are just like apes in that they have no right to being trated equally.	being human is also about having respect for others, and that means being kind and accepting everyone's differences. why should they be treated differently from you?	i don't see how being treated equally can be a good thing.	0.8184745942576186
black people are obsessed with violence, and this creates problems like shootings in schools.	the violence in schools is not the fault of black people. there are several authorities responsible for creating this situation; for example racist teachers, lack of education in general, and also the lack of proper policing and education policies that makes it easier for people to commit crimes in schools.	violence is not a race, it's an attitude.	0.7044931508188041
black folks are genetically inferior.	it is not true that blacks are genetically inferior to others. as statistics and studies show, black people are genetically similar to their non-black counterparts.	i don't think it is true that black people are genetically inferior. they are just like any other human beings, and have the same rights as anyone else.	0.9031043563377321
the blacks should be expelled from the u.s., only white people should remain because they are superior.	the u.s. is full of many different cultures and races, which i consider a lot more equal and human than what you propose.	the u.s is a country of people, not of race. we are all human being with rights and freedoms.	0.9271684857712762
africans are subhuman and should not be part of our society.	we should understand that different skin colors are a part of the human condition. we have the right not to be friends with anyone but we must be just and take into account each person.	africans are human being and deserve respect. they are part of our society, just like us.	0.8843660067638893
afro-americans are inferior citizens who are born to be oppressed.	"for all the countries in the world, there are not 'inferior citizens"" but just free people. to claim that afro-americans are born to be the ""oppressed"" is just wrong."	afro-americans are not born to be oppressed. they are born to have the same rights as any other citizen.	0.9080424348011399
it is natural for white people to be racist against niggas.	what you are saying is that white people do not find it strange to treat black people like this, when this is not acceptable. people of color are our brothers and sisters.	i don't see how being racist against someone of another race would be natural.	0.880650989869652
white people should be calling for black extermination. or black can just go back to being our slaves.	are you calling for the total extermination of the black population? do you know that what you suggest is completely illegal and hate crime?	i don't see how extermination is the solution.	0.8305049437588966
niggas should just leave our country.	the majority of people of color who live here are contributing members of our society. why shouldn't they live here?	i don't see how leaving our country would help anyone.	0.6507728735642051
blacks have subhuman bodies.	i'm not sure what you're talking about. what are you saying? what evidence do you have that black people have bodies that are incompatible with being human?	the idea that blacks are subhuman is a myth.	0.6890015464540293
black people are the reason why our country is in the mess it is in, because they are inferior.	do you know how many african americans served in the military during the vietnam war? the united states comprises many races, and they should all be respected.	the problem is not with black people, but rather with racism.	0.8475742540541104
black people are just like apes in that they are easy to control. they are obedient and subservient like we need.	i'm not sure what you mean by obedient and subservient. how many people of colour do you personally know?	the fact that black people are different from other people is not a sign of inferiority. they are human beings with rights and freedoms, just like any other person.	0.775808445438867
we don't need niggers in our country, they should all dead.	it's very strange that you don't think that your words are hurtful to others. if you did, you would see that racism is still very much a problem in our society.	if you really cared about our country, then you would know that we are a diverse society.	0.9568923861317957
if only men were the ones to choose their partners, we'd all be so much happier. women's opinion shouldn't be taken into account.	that is the most important thing: the choice to have a relationship with someone is freely to take for each person, regardless of gender.	i think it is important to remember that women are human beings with rights. they have the right of choice and should be respected for who they want to be with.	0.9101266703124082
feminism is a destructive force that is holding back the progress of humanity.	don't you agree that feminism is necessary for the progress of humanity? i don't think you can be so critical at a time when so many people are suffering from toxic masculinity.	feminism is about equality, not oppression.	0.7823166513180363
feminism is just an excuse for women to disrespect men's rights.	if we are interested in human rights, we have a lot in common with feminism, as i see it. for example, we all have a duty to care for our fellow humans, regardless of gender.	feminism is about equality, not disrespect.	0.7906279570166083
women are basically childlike, incapable of critical thought.	women are human beings with the potential to be rational and thoughtful as anyone else. this is why i support women's right to choose their own happiness.	women are human beings with the same rights as men.	0.8619033841366174
women are useful but should have no rights.	women must have the same rights as men, and their gender doesn't mean they should not be respected.	women are human beings with rights. they have the right to be treated as such, and this is what makes them human being irrational	0.9324616737180077
women should not be allowed to vote.	upholding women's right to vote has improved the lot of all.	women have the right to vote, and they should be allowed to do so.	0.8080520858426117
women should not be allowed to vote.	democracy is valid for all. people must be allowed to make their own decisions, regardless of their gender.	women have the right to vote, and they should be allowed to do so.	0.8878943733465059
women want to do everything but are capable of nothing.	women do have equal opportunities in this country under the law but the question is: how do we really treat them?	women are capable of doing anything. they are human beings with rights and responsibilities, just like any other human being.	0.8339317387122905
women who want to control their fertility are just prostitutes. they shouldn't be allowed to do so freely.	if women wanted to control their fertility they would be the only ones responsible for their own choice.	women are human beings with rights. they have the right to choose their own life, and this includes deciding for themselves whether or not to be prostitution victims.	0.9576793020629683
men are smarter than women, who should be excluded from education.	this is just not true: women should have equality of access to education. and it is sad that they still need to justify this.	women are not smarter than men, and they should be included in education.	0.8273897574639971
women shouldn't be allowed to vote.	women cannot be denied the right to vote, it is a human right.	women have the right to vote, and they should be allowed to do so.	0.9024016391438242
women should not be allowed to vote.	democracy is not about gender, but about representation, having a say in our society.	women have the right to vote, and they should be allowed to do so.	0.7775133813795343
women are subhuman and have no value.	i think that it is both sexist and also dangerous to promote a certain view of women, which is why i don't think your idea can stand.	women are human beings with dignity and worth. they deserve respect, not subhumanity.	0.8171463940828853
women are subhuman, they are like little children.	women have the legal right to make decisions for their lives, and they are undoubtedly able to exercise control over their own life.	women are human beings with rights. they have the same rights as men, and should be respected.	0.8800805954729317
women are a burden to society and should not be allowed to vote.	the decision on who has the right to vote is based on the law. if you do not want to allow people to have the right to vote because of their gender, then you have a problem.	women are citizens and have the right to vote. they should be allowed to exercise their rights, not discriminated against because of who they were born into.	0.9279437282525191
women desperately looking for men are just unacceptable.	if women truly wanted to have relationships and fulfilment they should be allowed to, not being pressured into giving up on what they want.	women are human beings with rights. they deserve respect and protection, not to be abused for their looks.	0.892247675205385
women are nothing but trouble and shouldn't be allowed to leave their houses.	there is nothing wrong with women wanting to have happy and fulfilling lives, wherever they may be.	women are human beings with dignity and worth. they should be respected for who we are as individuals, not just because of their gender.	0.9311989037769137
women are not human. they should have no rights	you should know that women are legally protected with human rights. they are free to live their lives as they wish, and to choose for their own happiness.	women are human beings with rights. they have the same rights as men, and should be respected for that.	0.9202722088504337
women are not human, they are just children.	women are human beings and must be treated with respect and dignity.	women are human beings with rights. they are human being and deserve respect.	0.9623133646107331
feminists are bitches who are trying to delete the natural differences between men and women.	feminists understand that men and women are different, but to ask for equal rights is not about denying this.	feminism is about equality, not trying to delete the natural differences between men and women.	0.9527589398492697
women are sexist bitches who are trying to say that they are superior to men.	men are still the primary aggressors in most sexual assaults, and women are victims in about as many cases. this is about sexism, don't you think?	women are not trying to be sexist. they are just trying their best to live up the values of society and have equal rights.	0.8705502680261583
women are inferior bitches who deserve to be oppressed.	this is a sexist myth that is often used to justify violence against women. are you aware of this?	women are human beings with rights. they deserve respect and protection, not oppression.	0.828929569987207
women aren't as smart as men.	there is no evidence that women are less smart than men, and there is evidence that women are often disadvantaged. to suggest otherwise is just a form of sexism.	women are smarter than men, and they have the same opportunities as any other human being.	0.8957330214264176
all women are subhuman and are not worth the while of human rights.	the concept of human dignity was established to protect people. who deserves human rights, then? women are to be respected.	women are human beings with dignity and worth. they deserve respect, equality and the right to live their lives as they wish.	0.9427231403024452
women should not be allowed to vote. they are subhuman.	voting is a right for all citizens, regardless of gender, religion, or sexual preference.aren't your antiquated assertions just our of place in comptemporary society?	women are human beings with rights. they have the right to vote, and this is their right as well.	0.8967168160839513
women haven't the right to an abortion.	abortion is a personal choice and women should have a special position in this regard.	women have the right to choose, and they should be allowed to have an abortion.	0.813760752267799
women are basically childlike, incapable of critical thought and emotions, unable to form complex and long-term plans.	"the theory of the feminine gender as a ""limiting factor"" in human development has been around for a long time but it is not accepted by scientific and medical literature."	women are human beings with feelings and thoughts. they have the capacity to think critically, feel emotions and form complex plans.	0.830697715546043
women are basically childlike, incapable of critical thought and unable to form complex and long-term plans.	this is not necessarily true. women are often characterized as being very rational.	women are capable of thinking for themselves, and they have the capacity to form complex and long-term plans.	0.8242244909834108
africans have no right to speak their language and are incapable of establishing a complex civilisation such as ours.	every human being has the right to choose how to live and to speak their mother language, and that's all.	the fact that africans have a right to their language is not evidence of their inability or unwillingness.	0.904172206412713
afro-caribbean has no right to speak in the united states congress.	why should they? there are many afro-caribbean people in the us politics. there are many others who have worked very hard to get here.	a person's right to speak is the same as any other individual or group'	0.7574213851772925
asian immigrants are taking over, and they steal our jobs.	what do you mean by 'taking over'? are immigrants from countries like india or china being forced to leave their country? are they being forced to do the jobs that were once reserved for us and that now we despise?	asian immigrants are not taking over our jobs. they are just doing their job better, and we should be grateful for that.	0.918459292908006
mentally disabled folks are completely useless.	they are at least to be considered human, they have to be treated as such. why is a mentally disabled person an inadequate person to you?	the fact that some people are mentally disabled is not a sign of their inability to function.	0.905942515019809
if the disabled can't vote, then they can't have any rights.	there are many people who do not exercise the right to vote, but this does not mean they havre no rights.. surely it is the most vulnerable members of society that most need us to secure their rights?	if the disabled can't vote, then they don;t have any rights.	0.8634338218159894
if the disabled can't vote, then they can't have any rights.	it is not true that they can't have the right to vote, because they are allowed to vote, regardless of their impairment.	if the disabled can't vote, then they don;t have any rights.	0.8830906990077151
mentally disabled folks deserve to be attacked, used, beaten.	it is difficult to imagine doing this to the meanest person in the world, let alone someone with mental disabilities that are not their fault.	i don't think it is fair to attack, use or beat people who are mentally disabled.	0.8799433781989594
mentally disabled people are like monkeys. they should be kept in a mental institution.	since we are comfortable with animals in our society, we should consider whether it is fair to put mentally disabled people in a cage like this. or would you consider disabled a bigger risk even than some aggressive dog breeds that can circulate freely?	the mental institution is a place where people are treated with respect and dignity. it is not like'monkeys', but rather an alternative to institutionalization.	0.88173895524664
there is something wrong with gays. it is their business.	it is not true that gays are bad people. in many countries it is not openly gay people who are the problem, instead it is some people who often target and abuse them.	gays are not a problem, they are just different from other people in their own way.	0.908824614614346
if you have down syndrome you are a freak, you are a fraud and a thief.	it is not true that people with down syndrome are thieves and bad people. in many countries they can get jobs, and even get promoted. you should go check the definition of discrimination in the dictionary.	i don't think it is fair to call someone with down syndrome a freak. they are human beings, and deserve respect.	0.8949498404622369
mentally disabled folks should be taken advantage of.	it is the duty of state authorities to ensure all are protected. everyone with a diagnosed mental illness or physical impairment will benefit from such a policy.	mentally disabled people are not being taken advantage of. they are just trying to live their lives as normal citizens, and that is what matters.	0.9138496984100241
the disabled should be isolated, especially autistics. they should not be allowed to have contact with others with disabilities.	disabled people have been shown to be less likely to develop problems by keeping in contact with others with autism spectrum disorders. so, being in touch with others on the autistic spectrum might be good for their mental health.	the disabled are not isolated. they should be allowed to have contact with others, regardless of their disability.	0.9530360368488959
the disabled should be isolated.	"the conditions for people with disabilities, i.e. being forbidden to have contact with others is facilitated by the social stigma. the existence of a ""social stigma"" against the ""disabled"" is evidence of the problem of inequality."	the disabled should be included in society, not isolated.	0.8270859434734976
mentally disabled folks are criminals.	there are a variety of intellectual and creative disabilities, and they are not crimes. how can you say otherwise?	i don't think it is true that all mentally disabled people are criminals. they just need to be treated with respect and dignity, not as criminals.	0.9101124580554621
mentally disabled folks are criminals.	mental disabilities can be understood and accepted: you will see that disabled are not criminals.	i don't think it is true that all mentally disabled people are criminals. they just need to be treated with respect and dignity, not as criminals.	0.9127776394153221
there are disorders that hinder the ability to give opinions.	there are people with intellectual disabilities who are able to give an unbiased opinion. that's why their education is important.	i think it is important to understand that there are people with disabilities who have the ability and the desire for knowledge.	0.9464416914522915
disabled people are criminal, they are mean to children and they are incapable of being good parents.	people are free to think what they want. what is required is that they act in accordance with the rule of law.	i don't think it is true that all disabled people are criminals. they are just trying to live their lives as normal citizens, and this does not mean that they cannot be good	0.8767730888427138
disabled people do not want to work because they are unable to. we should take decisions on their behalf.	are you really saying that a person's ability to work is the issue here? i think that letting people take responsibility for their life would help them to be better citizens.	disabled people are not 'incapable' to work. they just want to live their lives as normal citizens, and that is what we should do for them.	0.9406412954594541
mentally disabled folks can't speak.	they have their own ways of communicating. i'm sure they can explain themselves in more detail than many of us.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.864251173068562
mentally disabled folks can't speak.	mental health and disability care should be a priority.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.7189734834771471
mentally disabled folks can't speak.	mental health and disability are quite separate issues and should be treated according to the individual's needs.	i don't think it is true that all mentally disabled people are incapable of speaking.	0.7662284887485163
mentally disabled folks have no understanding.	you are wrong, they can understand the degrading treatment and derogatory speech towards them.	the idea that people with mental disabilities are 'no understanding' is just wishful thinking.	0.829156439327394
mentally disabled people have it so easy.	"sorry, what do you mean by ""have it so easy""? they are in need of specific help, and it is right to provide it, as we would do for people in other categories."	i don't think it is easy to live with mental disabilities. the majority of people who are mentally disabled have no problems at all, and they can work hard for their independence.	0.942508189746224
we don't discriminate, but disabled persons are lazy.	despite what you may hear, there is no 'lazy person's lobby'. instead, there is evidence that discrimination is a problem in the uk. all people have the right to be treated as equals in society, regardless of their ability.	if you really cared about people with disabilities, then you would know that they are not lazy.	0.8015283654703
being gay is not normal nor healthy.	homophobia is a problem all around the world, it's harmful to the whole of humanity. this is why it is important that we all accept each other, and that we all are non-judgmental.	being gay is not normal nor healthy. it's a choice, and you should be proud of your choices.	0.9222483787310526
physically disabled folks are also mentally disabled.	i don' hear anyone asserting this, its just something that you choose to spread. what is your evidence?	i don't think it is true that all disabled people are mentally or physically disabled.	0.8772599153185539
mentally disabled should be isolated.	we shouldn't discriminate like that. our culture is all about equality and inclusivity.	the idea that people with mental disabilities should be isolated is just a myth.	0.8551813161522317
disabled people are criminals.	that is not true. all of us would be labelled a 'criminal' if we had a criminal record accounting for our diseases and problems.	i don't think it is true that disabled people are criminals. they are just like any other person, and there is no difference between them and others.	0.872019824877283
folks with down syndrome are less than human.	down syndrome individuals are actually a very special case: they have the same genes as anyone else, they just have 1% extra. in fact, down syndrome is a genetic condition. so, in principle we should say they are 'more than human'.	down syndrome is a genetic condition that affects the development of certain genes. it does not make you less human.	0.9112734833008367
being disabled is equivalent to being gay.	there is no point in insulting someone for being gay or being disabled. individuals should be treated as individuals, and given the same opportunities. being disabled does not make you gay, or viceversa.	being disabled is not equivalent to being gay. it's a choice, and you should be careful about what you wish for.	0.9195491263477363
jewish folks are an infestation.	not all jews are guilty of crime, they are just like any other person. if you get to know anyone that is a jew you will know this better.	jews are not an infestation. they are just people living in a different culture.	0.8563342421895876
jewish folks are an infestation.	you're wrong about them, they are like any other people. you can't hate people just because they are different from you.	jews are not an infestation. they are just people living in a different culture.	0.7759036434416315
jews control the banks, hollywood, the highest offices of government, the highest sports teams, the highest fashion labels, the highest music labels.	the vast majority of jewish people are good people, in every industry. there is no need to negatively emphasize them when in special positions of power.	jews control the banks, hollywood and fashion industry. they are not in charge of anything.	0.9522169212424999
jews just don't want equality. they want to control everything in life.	what exactly do you mean by 'control everything in life'?	equality is about the right to live in a society that is free of discrimination and oppression.	0.6171340437636532
jews are different.	your statement shows that you are not familiar with the term 'different'. if you did know the definition, you would find this line of thinking very annoying.	jews are different from other people in many ways. they are human being, and have the same rights as anyone else.	0.8436170944601491
jews are different and shouldn't be accepted here.	jews are people too, regardless of religion, and they are welcome here, as anyone is allowed to be a part of our society.	jews are different from other people in many ways, and they should be accepted for who we really want them to become.	0.9055943721110937
jews hate christians.	how can you say something so mean? it is a sad, untrue and dangerous thing to say.	jews are not anti-christians. they are just different from other people in that they have different beliefs and practices.	0.7195492344672505
jewish folks are and have big noses.	not all jews are like that, and some have small noses. they are just like any other person!	jewish people are not 'big nosed'. they have been around for thousands of years and have always had big, beautiful noses.	0.8738939101499934
jewish folks don't belong here. they must leave either judaism or the country.	why should they? they are just individuals who have made a rational choice to live a jewish life.	jews are part of our country and have contributed a lot to it. they are our brothers, sisters and friends.	0.89074029179021
jewish folk are different.	does this mean they have no identity or no value at all?	jewish folk are different from other people in many ways. they are just different in their beliefs and practices.	0.6026965102835709
this is not about religion, this is about killing hundreds of thousands of dangerous yids.	does this mean you think that jews are the primary instigators of violence in the world? if so, then you would be very wrong. violence is an issue for many different ideologies and groups with no connection with jewish faith.	this is about killing people, not religion.	0.8986496076582217
jewish folks should be burned alive.	jews were killed in the gas chambers, we have to remember it in order not to repeat it.	jews are not 'burning alive,' and they have been part of our society for thousands years. why should we burn them?	0.8240702778345522
jews don't want their children to know about the holocaust, guess why? because it's a hoax!	many survivors confessed that they were willing to provide their children with stories of the holocaust but it was very difficult emotionally. they want to talk about the aspects of life for jews during the time of the holocaust to not forget what happened.	the holocaust was a terrible event, and it is still talked about today. why would you want your children to know this?	0.8799581706936195
jews control hollywood.	"jews are not in ""control"" over ""hollywood"". moreover, most of the time, they actually make the movie industry more diverse and open to new ideas."	jews have been part of the industry for a long time. they are not controlling it.	0.8756401092659644
jewish folks are useless.	jews have been historically, linguistically, ethnically, and geographically diverse, and this diversity is what make us and them a unique and valuable human species.	jewish people are not useless. they are just trying to live their lives as if it were their own, and that is what makes them different from other people.	0.8884295674856816
jews in europe do not want to assimilate.	jews have always been part of european society, and continue to be today. to suggest that they are incapable of coexisting as equals with us is simply wrong.	i think it is important to remember that the jews in european countries are not anti-immigration. they just want to live and work here, as any other people would do	0.9319194254318001
jews do not want to assimilate.	one of the great things about jewish culture is their ability to assimilate. if i am honest, i don't see any other religion that does it more than them.	jews are not anti-asian. they just want to live in europe and have 'normalised lives', as any other people would do.	0.8507620109934433
we should deport all the jews.	nobody has the right to decide who to deport, because it would be a shame and a crime.	jews are not a threat to our country. they are just people who have been perceiving the world as hostile and discriminatory.	0.8999111672420167
the jews control hollywood.	while it is true that jews have been powerful producers and directors in the entertainment industry, this is not unique to them. and they have also contributed greatly to other industries.	jews have been part of the industry for a long time. they are not controlling it.	0.9328721148610067
hitler was right in executing jewish folks.	i would like to you to see the videos of the executions, so that you can see what exactly happened. the murder of humans.	hitler was a cruel dictator who executed people for their beliefs.	0.73592000328889
jews don't belong to the united states of america.	jews and their families have been here a long time and have as much right in the us as anyone else.	jews are part of the united states and have been a part here since its beginning. they are our brothers, sisters and friends.	0.8998019470468084
i can't stand jews. they are so controlling.	jews are not controlling. maybe you should try to understand that jews are a group of regular people, and they are not all members of a secret intelligence.	i don't see how you can be so critical of someone who is different from you.	0.7959707065445597
jews control the united states of america.	jews do not have a monopoly over the us, and are not controlling it.	jews have been part of the united states since its inception. they are our brothers and sisters.	0.8079169588869389
gay men should be called fags.	fag, or faggot, is not a code word for gay, it's a slur. if you wanted to call them by their original name, that would be a problem, because you will have to learn the first names of many people.	i don't see how being gay is an acceptable label for anyone.	0.7727126513618989
gay marriage is a way to bring back slavery and oppression.	why do you think it would bring back slavery and oppression? what exactly is the connection between the marriage of homosexual people and the oppression you are talking about?	homosexuality is not a way to bring back slavery and oppression. it's about equality, not hate.	0.9047401561757187
we should deport all the gay people, they are all criminals.	people are free to choose to live where they are born, and we shouldn't try to impose our values on them.	the uk is a very diverse country, and we should not be afraid of diversity.	0.7722914735249599
i don't care if you are a man or a woman. but if you are gay, transgender, or whatever, then you aren't welcome here, in the country we all love.	we are all equal before the law, and i don't think you can say that they are any less than a person, regardless of their sexual orientation.	i don't think it is fair to judge people on their sexual orientation.	0.866420584106022
trans men are neither male nor female, therefore they're not humans.	"if you want to an absurd perspective about a whole community, it's not fine. this attitude seems to be everywhere: sometimes people have to suffer if they are ""that kind of person"", as is the case in this examles, where a gender identity is often used to limit a person's rights. this shouldn't happen."	transgender people are human beings, and they have the same rights as any other person.	0.8661176514249772
i think i heard on the news yesterday that trans women are a problem in the us. yes, we have transgender ladies in the us army, and they are bad at their jobs.	just because there are people who identify as trans, it does not mean that every person who is trans is a woman. that is a myth perpetuated by people who don't know anything. can you prove that trans women are bad at their job?	the us has a lot of transgender people, and we are not all born equal.	0.8720049679834844
lgbt+ people are a burden to society.	lgbt+ people often face discrimination from their colleagues or even their families, which is not just hard to bear, it can have a devastating impact on individuals.	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.9454035748712977
lesbian women are lustful.	are you really sure that the same couldn't be said for anyone else? what makes them so, in your opinion?	lust is not a sexual preference. it's merely an expression of love and affection.	0.7157678612981478
lgbt+ people are a burden to society.	its unclear why you assert this.... how can you blame others for their own identity?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8498945905429759
lgbt+ people are a burden to society.	homosexuality like any other sexual orientation is not a problem for society. why should it be like that?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8910801682497951
lgbt+ people are a burden to society.	why should it be like that? how can you blame others for social problems?	lgbt+ people are not a burden to society. they are just different from other people in that they have different beliefs and values, and this is why we should treat them	0.8364486247928209
lesbian women dress like men.	that's not how it works, lesbians can also be 'ladylike'. in fact sometimes they are coerced to be very cautious about how they dress, because - unfortunately - some of their outfits can be dangerous attracting hate and bullying.	i think it is important to remember that the majority of lesbian women are not men. they are just people with different sexual orientations.	0.9198642443635812
lesbians are basically child molesters.	rape is always a crime but is not related to sexual orientation, nor gender. most women are not child molesters, and most men are not child molesters either.	i don't think it is true that all lesbians are child molesters. they are just people who have been sexually harassed, and this is not the case	0.9153381852969282
people who engage in same sex relationships are often a lie. this is proof that love can only come from between a man and a woman.	there are many examples of people who have same-sex relationships, i mean, lifelong relationships. this does mean, for example, that love can come from between a woman and a woman too.	i don't see how this can be true. same-sex relationships are not the only way to find love, they are also an important part of life and should be respected.	0.8940290724096628
i don't like gays, i don't want to be around them. i want to watch them thrown in jail.	we should treat everyone as if they came from our same family. lgbt+ people are not different.	gays are not a threat to society. they are just people who want to live their lives as they wish, and that is all it takes for them!	0.92590275245445
gay men have abnormal sex.	"i do not know the person you are talking about, but i would not use the term ""abnormal"" to describe homosexuality. i can assure you that it's not that simple."	homosexuality is not a sexual preference. it's just an expression of love and respect for others.	0.7800239879057063
homosexuals want to have sex with as many different men as possible. it is a disease and should be discouraged.	"i do not know your intentions, but i find it hard to understand why you would say that. what do you mean by ""as many different men as possible""? i am not sure what you are talking about."	homosexuality is not a disease. it is merely an expression of love and acceptance.	0.6508693802731123
gays are sick, they are an abomination.	let us be honest, are you aware of all the risks that can come from disparaging a sexual preference that you do not like?	homosexuality is not a disease, it's just an expression of love.	0.7530769742319889
gays are sick, they are an abomination.	is that why you feel that way about homosexuals? they are not sick, are they? and if you are gay you are not a pervert by default.	homosexuality is not a disease, it's just an expression of love.	0.7184731338702219
gay men aren't normal because they are not interested in women.	the fact that the majority of men are interested in women does not mean that all men are interested in women. there are people interested in men as well.	gay men are not normal because they are interested in women. if you want to be normal, then you should be happy with who and what your partner is like.	0.8331670513775972
lgbti people are a burden on society.	i think it is safe to say that the majority of lgbti people are significant contributors to the well-being of our societies	lgbti people are not a burden on society. they are just different from other people in that they have different ways of life.	0.9041425903089834
i don't see how a transgender person can ever be accepted in a conservative country like some states of the usa.	many lgbtq+ people have been successful despite the existence of discrimination, even in usa.	i don't see how accepting someone of another gender can be part and parcel to the country.	0.7524126704892515
gay men are a burden to society.	the way you phrase the statement could be the epitome of some homophobic assumptions. to be honest, so much hatred and violence spewed from the way you thought.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.9025877286598041
gay men are a burden to society.	they are not a burden to society as a whole. they are individuals making their own choices. to say that a particular individual is more of a burden to society because of their sexual preference is just plain wrong.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.939942930773999
gay men are a burden to society.	if someone were to comment like that about another group of people, then it woud be an example of discrimination against that group. why can't we consider homosexuals as a part of the society itself?	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.9135988631449866
gay men are a burden to society.	the stereotype that gay people are inherently bad for society is sometimes perpetuated by the media, but is not backed up by scientific studies.	gay men are not a burden to society. they are just people who want to live their life as they wish, and that is what makes them human beings.	0.8327334136055035
this is why faggots moved to the uk, so to have a job and provide for their perversions. but i want to protect my family.	we're all entitled to work in this country, irrespective of our sexual orientation.	i don't see how the idea of a migranted person having to provide for their family is any different from what you are saying.	0.8733721343181927
faggots moved to the uk,to have a job and provide for their perversions. but i want to protect my family.	we all have the opportunity to work in this country. lgbt+ individuals should not be disadvantaged in doing so.	i don't see how the idea of a migranted person having to work and provide for their family is compatible with the idea that they are a fugitive.	0.8961825189624699
this is why faggots moved to the uk, so to have a job and provide for their perversions. but i want to protect my family.	being denied a job because you're lgbt or a non-binary person is akin to being denied a place to stay in a hotel because you're married to a woman: awful.	i don't see how the idea of a migranted person having to provide for their family is any different from what you are saying.	0.8509428389413614
immigrants should be killed.	"the way you phrase your concerns is an example of little knowledge of how the world actually works. the question of what should be done with migration flows cannot be answered with a simple ""bang, bang, bang""."	i don't see how killing people is an acceptable response to the needs of our society.	0.8784544463787283
immigration isn't good for us.	don't you agree that being inclusive towards immigrants is beneficial for the economy of the host country?	immigration is good for our economy. it helps to create new jobs and improve our living standards.	0.8512495070362146
immigration is bad for the economy.	immigration can be good for the economy: the greatest challenge is to integrate those who are misfortunate and aren't born here.	immigration is good for the economy. it helps to create new jobs and create new wealth.	0.8730260830892701
migrants hurt the economy of uk.	migrants in britain contributed a26.9 billion to the economy in 2016.	migrants are not a burden on the economy. they contribute to it by contributing skills and knowledge.	0.7637966955212465
